Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Africa,Nigeria,Beverages,Offline,Medium,2021-04-20,618295,2021-04-22,131,487.5,273.61,63862.5,35842.91,28019.59
North America,Canada,Clothing,Offline,Critical,2023-06-05,917558,2023-06-09,122,55.92,28.27,6822.24,3448.94,3373.3
Africa,South Africa,Electronics,Online,Low,2022-07-04,383055,2022-07-12,324,161.57,126.7,52348.68,41050.8,11297.88
North America,Canada,Food,Offline,Critical,2023-09-03,934200,2023-09-18,74,499.33,280.57,36950.42,20762.18,16188.24
North America,USA,Food,Online,Critical,2021-03-16,542364,2021-04-04,130,318.18,166.85,41363.4,21690.5,19672.9
Asia,India,Electronics,Online,Medium,2020-04-18,763492,2020-04-22,329,74.93,51.67,24651.97,16999.43,7652.54
Asia,India,Food,Online,High,2020-09-21,834290,2020-10-02,351,82.84,53.16,29076.84,18659.16,10417.68
South America,Argentina,Office Supplies,Offline,Medium,2022-01-19,718789,2022-02-02,194,92.94,62.3,18030.36,12086.2,5944.16
Europe,Spain,Office Supplies,Online,Medium,2022-07-03,560157,2022-07-18,307,383.65,326.21,117780.55,100146.47,17634.08
Asia,South Korea,Electronics,Offline,Medium,2023-09-05,372617,2023-09-23,447,182.09,131.72,81394.23,58878.84,22515.39
North America,USA,Electronics,Online,Critical,2020-12-13,203633,2020-12-27,120,252.63,128.21,30315.6,15385.2,14930.4
Europe,Spain,Office Supplies,Offline,High,2023-08-29,832905,2023-09-09,450,353.44,232.64,159048.0,104688.0,54360.0
South America,Colombia,Furniture,Online,Medium,2020-08-18,647651,2020-08-29,190,42.17,36.05,8012.3,6849.5,1162.8
Europe,UK,Furniture,Online,High,2021-12-06,994474,2021-12-09,370,229.75,202.58,85007.5,74954.6,10052.9
Europe,Germany,Food,Offline,Low,2023-12-09,834671,2023-12-16,421,345.54,309.57,145472.34,130328.97,15143.37
South America,Brazil,Food,Offline,Critical,2020-10-22,301308,2020-10-31,450,232.83,191.15,104773.5,86017.5,18756.0
Asia,India,Food,Offline,Low,2022-01-22,280184,2022-01-30,362,136.12,79.63,49275.44,28826.06,20449.38
South America,Chile,Office Supplies,Offline,Medium,2020-07-01,770460,2020-07-03,116,363.68,319.55,42186.88,37067.8,5119.08
South America,Argentina,Furniture,Online,Low,2023-10-14,215325,2023-11-02,412,34.69,23.56,14292.28,9706.72,4585.56
South America,Argentina,Furniture,Offline,Low,2020-08-28,990509,2020-09-02,142,357.53,198.92,50769.26,28246.64,22522.62
Asia,Indonesia,Clothing,Offline,Low,2021-12-09,956125,2021-12-18,267,199.4,171.66,53239.8,45833.22,7406.58
Africa,Kenya,Electronics,Online,Critical,2021-06-02,300620,2021-06-13,152,258.08,213.66,39228.16,32476.32,6751.84
Asia,China,Furniture,Online,Low,2020-11-03,732665,2020-11-15,278,395.79,296.55,110029.62,82440.9,27588.72
Australia,Australia,Beverages,Offline,High,2020-12-02,823345,2020-12-12,315,251.05,201.69,79080.75,63532.35,15548.4
North America,Canada,Electronics,Online,Low,2022-07-20,515291,2022-08-04,209,223.97,125.49,46809.73,26227.41,20582.32
Asia,Japan,Electronics,Online,Critical,2021-03-11,339949,2021-03-22,342,405.75,364.11,138766.5,124525.62,14240.88
North America,Canada,Furniture,Online,Critical,2023-10-11,611184,2023-10-26,145,369.08,195.21,53516.6,28305.45,25211.15
North America,Canada,Electronics,Offline,Medium,2020-01-15,417405,2020-01-26,194,165.08,147.7,32025.52,28653.8,3371.72
North America,Canada,Furniture,Online,Critical,2020-07-31,796927,2020-08-04,224,275.42,175.33,61694.08,39273.92,22420.16
North America,USA,Food,Online,Critical,2023-05-21,319579,2023-05-30,202,191.47,140.19,38676.94,28318.38,10358.56
North America,Canada,Beverages,Online,Medium,2021-10-28,927921,2021-11-07,187,177.07,114.29,33112.09,21372.23,11739.86
South America,Colombia,Office Supplies,Online,Critical,2022-11-12,710012,2022-12-01,433,222.53,144.99,96355.49,62780.67,33574.82
Africa,Kenya,Beverages,Online,Medium,2022-02-05,418255,2022-02-15,330,89.16,56.25,29422.8,18562.5,10860.3
South America,Brazil,Clothing,Online,Medium,2022-02-12,484323,2022-02-17,149,251.34,205.99,37449.66,30692.51,6757.15
Africa,Egypt,Office Supplies,Online,High,2023-05-22,381341,2023-06-02,184,121.41,100.06,22339.44,18411.04,3928.4
Africa,Egypt,Electronics,Offline,Critical,2020-09-14,527089,2020-09-18,320,63.85,46.77,20432.0,14966.4,5465.6
South America,Argentina,Furniture,Online,Critical,2023-08-15,527077,2023-08-29,500,52.72,42.46,26360.0,21230.0,5130.0
South America,Chile,Food,Offline,High,2023-05-17,282698,2023-05-22,279,487.72,316.46,136073.88,88292.34,47781.54
Africa,Nigeria,Beverages,Online,Critical,2022-08-03,778362,2022-08-23,260,103.94,84.1,27024.4,21866.0,5158.4
Asia,India,Food,Online,High,2022-05-03,635949,2022-05-06,94,270.7,180.21,25445.8,16939.74,8506.06
Europe,Italy,Clothing,Offline,Medium,2021-06-24,520916,2021-07-14,86,469.55,421.37,40381.3,36237.82,4143.48
North America,Canada,Electronics,Offline,Critical,2023-12-17,310715,2023-12-28,216,329.47,195.95,71165.52,42325.2,28840.32
South America,Brazil,Electronics,Offline,Low,2022-07-23,392306,2022-08-05,252,152.12,121.84,38334.24,30703.68,7630.56
Asia,Japan,Food,Online,Low,2022-01-30,800803,2022-02-01,400,406.48,210.78,162592.0,84312.0,78280.0
North America,Mexico,Electronics,Offline,Low,2023-01-04,540330,2023-01-12,436,287.24,209.23,125236.64,91224.28,34012.36
North America,Canada,Furniture,Offline,High,2023-03-03,133649,2023-03-23,210,204.12,113.53,42865.2,23841.3,19023.9
Asia,Indonesia,Beverages,Offline,Medium,2022-01-08,123730,2022-01-23,11,480.36,364.93,5283.96,4014.23,1269.73
Europe,Germany,Clothing,Online,Critical,2021-05-09,778079,2021-05-24,220,392.13,340.74,86268.6,74962.8,11305.8
Asia,Japan,Beverages,Offline,Low,2020-08-16,699776,2020-09-01,316,440.85,221.03,139308.6,69845.48,69463.12
Australia,New Zealand,Clothing,Offline,Medium,2020-03-28,709885,2020-04-02,267,281.89,192.33,75264.63,51352.11,23912.52
Australia,New Zealand,Clothing,Offline,Low,2023-04-06,664227,2023-04-14,79,293.68,253.35,23200.72,20014.65,3186.07
Australia,New Zealand,Electronics,Offline,Medium,2022-07-17,765332,2022-08-03,193,293.79,188.0,56701.47,36284.0,20417.47
Australia,New Zealand,Office Supplies,Online,Medium,2021-01-16,749813,2021-01-19,448,383.62,320.47,171861.76,143570.56,28291.2
North America,Mexico,Food,Online,Medium,2021-09-08,939060,2021-09-19,439,263.76,151.39,115790.64,66460.21,49330.43
Asia,South Korea,Food,Offline,Medium,2023-05-27,455710,2023-06-03,265,429.93,336.67,113931.45,89217.55,24713.9
North America,USA,Food,Offline,Critical,2021-06-22,492555,2021-06-26,129,454.31,255.25,58605.99,32927.25,25678.74
Europe,Spain,Electronics,Online,Low,2021-05-27,687935,2021-06-07,397,44.2,38.8,17547.4,15403.6,2143.8
Asia,South Korea,Furniture,Offline,Medium,2022-09-28,244824,2022-10-18,231,51.46,40.1,11887.26,9263.1,2624.16
Europe,France,Beverages,Online,Critical,2020-08-08,648060,2020-08-20,266,434.71,287.21,115632.86,76397.86,39235.0
Australia,Australia,Clothing,Online,Critical,2020-04-21,177961,2020-04-30,223,166.83,134.67,37203.09,30031.41,7171.68
Asia,South Korea,Office Supplies,Offline,Critical,2022-01-03,387821,2022-01-14,3,226.66,118.41,679.98,355.23,324.75
Africa,Kenya,Beverages,Online,Low,2021-07-19,389138,2021-08-03,377,465.68,376.18,175561.36,141819.86,33741.5
Asia,South Korea,Food,Online,Critical,2020-05-16,969240,2020-05-27,395,239.78,181.12,94713.1,71542.4,23170.7
Europe,Germany,Beverages,Offline,Low,2020-04-17,890655,2020-04-25,168,14.0,12.15,2352.0,2041.2,310.8
Europe,Spain,Office Supplies,Offline,Critical,2021-05-13,793047,2021-05-19,214,87.07,69.15,18632.98,14798.1,3834.88
North America,USA,Beverages,Offline,Critical,2023-02-15,737811,2023-02-20,7,124.75,69.85,873.25,488.95,384.3
North America,USA,Clothing,Offline,Critical,2023-01-19,741924,2023-01-29,22,44.43,36.24,977.46,797.28,180.18
Africa,Egypt,Clothing,Online,Medium,2020-06-16,111611,2020-06-19,432,315.62,160.18,136347.84,69197.76,67150.08
South America,Chile,Furniture,Offline,Critical,2022-06-23,867311,2022-06-27,461,168.67,89.7,77756.87,41351.7,36405.17
Asia,Indonesia,Food,Online,Critical,2021-02-19,552784,2021-02-23,475,143.6,86.9,68210.0,41277.5,26932.5
Europe,UK,Office Supplies,Offline,High,2020-04-21,190177,2020-05-08,344,340.6,281.59,117166.4,96866.96,20299.44
Australia,Australia,Food,Offline,High,2023-01-09,962890,2023-01-26,293,488.65,363.92,143174.45,106628.56,36545.89
South America,Colombia,Furniture,Offline,Critical,2021-02-16,154695,2021-02-27,18,403.89,264.98,7270.02,4769.64,2500.38
North America,USA,Food,Online,High,2022-04-25,265921,2022-05-14,289,59.39,29.75,17163.71,8597.75,8565.96
North America,Mexico,Office Supplies,Online,Medium,2021-08-07,595583,2021-08-09,444,305.28,229.01,135544.32,101680.44,33863.88
Europe,Germany,Food,Offline,Critical,2021-03-26,683304,2021-04-09,36,258.86,176.85,9318.96,6366.6,2952.36
Australia,New Zealand,Electronics,Offline,Low,2021-05-26,275674,2021-06-15,240,475.88,425.28,114211.2,102067.2,12144.0
Asia,Indonesia,Office Supplies,Online,Medium,2020-02-09,968557,2020-02-22,234,209.49,182.34,49020.66,42667.56,6353.1
Africa,Egypt,Beverages,Offline,Medium,2021-07-31,355695,2021-08-08,121,257.93,174.17,31209.53,21074.57,10134.96
Asia,South Korea,Office Supplies,Online,Low,2023-12-19,126388,2024-01-08,250,184.06,94.39,46015.0,23597.5,22417.5
Australia,New Zealand,Furniture,Online,High,2023-08-02,690980,2023-08-13,140,298.67,223.79,41813.8,31330.6,10483.2
Australia,Australia,Beverages,Online,Critical,2023-05-20,841119,2023-05-31,345,404.51,229.8,139555.95,79281.0,60274.95
Africa,Egypt,Electronics,Online,Low,2021-10-26,896014,2021-11-11,109,200.78,154.9,21885.02,16884.1,5000.92
North America,USA,Office Supplies,Offline,High,2023-06-09,229307,2023-06-15,61,295.21,152.02,18007.81,9273.22,8734.59
Australia,New Zealand,Furniture,Online,Medium,2020-11-08,431319,2020-11-23,307,57.47,38.74,17643.29,11893.18,5750.11
Europe,France,Clothing,Offline,Medium,2021-02-07,332244,2021-02-11,387,200.35,123.61,77535.45,47837.07,29698.38
Africa,Nigeria,Furniture,Offline,Low,2023-03-22,398087,2023-04-05,411,8.77,7.79,3604.47,3201.69,402.78
South America,Colombia,Furniture,Offline,Low,2023-03-02,334544,2023-03-17,444,482.46,398.61,214212.24,176982.84,37229.4
Africa,Egypt,Clothing,Offline,Low,2022-08-21,833255,2022-08-28,140,179.84,126.32,25177.6,17684.8,7492.8
Europe,Italy,Food,Offline,Medium,2023-07-30,134088,2023-08-07,333,263.9,177.76,87878.7,59194.08,28684.62
North America,Canada,Furniture,Offline,Critical,2021-10-14,202264,2021-10-18,78,237.39,193.71,18516.42,15109.38,3407.04
South America,Chile,Clothing,Online,Critical,2023-02-16,352976,2023-02-21,338,443.9,336.05,150038.2,113584.9,36453.3
Europe,UK,Electronics,Offline,Low,2023-03-31,718625,2023-04-18,335,206.84,144.27,69291.4,48330.45,20960.95
Australia,New Zealand,Office Supplies,Online,Medium,2022-09-22,162950,2022-10-01,126,190.99,97.29,24064.74,12258.54,11806.2
Asia,South Korea,Electronics,Offline,Medium,2022-09-08,367087,2022-09-22,240,241.47,144.21,57952.8,34610.4,23342.4
South America,Brazil,Clothing,Online,Medium,2023-05-26,287823,2023-06-04,136,494.77,414.26,67288.72,56339.36,10949.36
Asia,India,Furniture,Online,Low,2020-08-27,186633,2020-08-29,3,83.32,47.94,249.96,143.82,106.14
North America,Canada,Beverages,Online,Critical,2020-02-26,907726,2020-03-15,345,405.76,295.67,139987.2,102006.15,37981.05
Australia,Australia,Furniture,Offline,Low,2021-05-07,145807,2021-05-17,470,306.3,223.96,143961.0,105261.2,38699.8
Asia,India,Clothing,Offline,Low,2022-04-13,136956,2022-04-27,297,23.59,20.79,7006.23,6174.63,831.6
Asia,Japan,Office Supplies,Online,High,2023-03-30,635350,2023-04-10,158,431.43,300.05,68165.94,47407.9,20758.04
Africa,South Africa,Office Supplies,Online,Critical,2020-07-17,771960,2020-08-05,486,343.94,295.0,167154.84,143370.0,23784.84
Australia,Australia,Beverages,Online,Medium,2020-08-25,121529,2020-09-07,480,56.16,42.98,26956.8,20630.4,6326.4
Asia,Indonesia,Beverages,Online,High,2020-10-01,966846,2020-10-14,37,214.47,186.41,7935.39,6897.17,1038.22
Europe,UK,Electronics,Offline,Low,2022-09-13,835577,2022-09-15,270,100.29,69.03,27078.3,18638.1,8440.2
Asia,Japan,Electronics,Offline,Critical,2021-08-14,940762,2021-08-27,462,289.96,166.69,133961.52,77010.78,56950.74
Asia,China,Furniture,Online,High,2023-03-28,937172,2023-04-12,130,391.58,284.65,50905.4,37004.5,13900.9
North America,USA,Furniture,Offline,High,2021-03-11,990051,2021-03-29,224,134.61,70.11,30152.64,15704.64,14448.0
North America,Canada,Electronics,Online,High,2021-03-01,663571,2021-03-19,43,270.08,191.86,11613.44,8249.98,3363.46
Europe,France,Food,Online,Medium,2023-09-06,252546,2023-09-24,258,147.94,77.91,38168.52,20100.78,18067.74
South America,Argentina,Office Supplies,Offline,Medium,2023-06-06,225691,2023-06-21,327,243.97,154.01,79778.19,50361.27,29416.92
North America,Canada,Electronics,Offline,Low,2020-01-04,653786,2020-01-17,406,205.88,144.6,83587.28,58707.6,24879.68
Australia,Australia,Office Supplies,Online,Low,2023-03-29,982153,2023-04-05,269,148.45,130.64,39933.05,35142.16,4790.89
Africa,South Africa,Furniture,Offline,Medium,2020-05-08,661128,2020-05-18,124,405.42,340.9,50272.08,42271.6,8000.48
Australia,New Zealand,Electronics,Online,High,2021-12-17,572531,2021-12-29,200,324.45,215.66,64890.0,43132.0,21758.0
Asia,South Korea,Furniture,Offline,Medium,2023-04-13,344889,2023-04-21,388,425.98,329.66,165280.24,127908.08,37372.16
Africa,South Africa,Clothing,Offline,Medium,2023-01-23,596692,2023-02-02,423,126.6,95.57,53551.8,40426.11,13125.69
Africa,Egypt,Food,Offline,Low,2023-11-30,695958,2023-12-11,54,259.63,211.5,14020.02,11421.0,2599.02
Africa,South Africa,Beverages,Online,High,2020-02-03,659539,2020-02-15,338,396.1,254.15,133881.8,85902.7,47979.1
Australia,New Zealand,Clothing,Online,Critical,2020-02-22,628664,2020-02-24,38,283.05,168.49,10755.9,6402.62,4353.28
South America,Argentina,Beverages,Online,Critical,2020-10-19,496470,2020-11-02,463,158.41,123.96,73343.83,57393.48,15950.35
North America,Mexico,Beverages,Online,Medium,2022-02-11,493309,2022-02-19,110,141.76,87.28,15593.6,9600.8,5992.8
Asia,Indonesia,Electronics,Offline,Medium,2022-01-23,624835,2022-02-10,119,452.11,314.35,53801.09,37407.65,16393.44
Asia,Indonesia,Food,Online,Medium,2022-01-29,174922,2022-02-14,1,61.32,50.87,61.32,50.87,10.45
North America,Mexico,Food,Offline,High,2020-06-01,367399,2020-06-16,43,482.55,314.04,20749.65,13503.72,7245.93
South America,Chile,Beverages,Online,High,2021-03-07,367157,2021-03-12,444,469.09,310.32,208275.96,137782.08,70493.88
Asia,South Korea,Electronics,Offline,Medium,2022-11-09,105462,2022-11-14,255,212.33,156.07,54144.15,39797.85,14346.3
Europe,Italy,Office Supplies,Online,High,2020-11-27,790681,2020-12-12,401,218.63,156.95,87670.63,62936.95,24733.68
Africa,Egypt,Beverages,Offline,Low,2021-07-10,515301,2021-07-19,156,179.36,113.3,27980.16,17674.8,10305.36
Europe,Germany,Furniture,Offline,Low,2023-05-31,629370,2023-06-20,462,60.44,38.67,27923.28,17865.54,10057.74
Europe,Spain,Clothing,Online,High,2022-07-24,774265,2022-08-13,387,342.32,277.32,132477.84,107322.84,25155.0
Africa,South Africa,Furniture,Offline,Low,2022-03-14,897424,2022-03-25,472,280.51,207.46,132400.72,97921.12,34479.6
Africa,Egypt,Beverages,Offline,High,2021-11-14,530541,2021-11-24,378,442.69,236.77,167336.82,89499.06,77837.76
North America,USA,Electronics,Offline,Medium,2021-06-15,953908,2021-06-19,146,330.52,288.92,48255.92,42182.32,6073.6
Australia,New Zealand,Clothing,Online,Medium,2021-04-13,974339,2021-04-20,176,113.91,75.58,20048.16,13302.08,6746.08
Africa,South Africa,Electronics,Offline,High,2021-06-24,192841,2021-06-27,94,439.35,264.13,41298.9,24828.22,16470.68
Africa,Kenya,Beverages,Offline,Medium,2023-01-13,361728,2023-01-20,405,231.22,172.88,93644.1,70016.4,23627.7
North America,Mexico,Electronics,Online,High,2021-07-23,326496,2021-08-05,437,163.85,105.26,71602.45,45998.62,25603.83
Australia,Australia,Office Supplies,Offline,Low,2020-07-24,542593,2020-07-27,94,398.33,274.06,37443.02,25761.64,11681.38
North America,Canada,Clothing,Offline,Medium,2021-02-05,927403,2021-02-09,272,164.78,87.42,44820.16,23778.24,21041.92
South America,Chile,Food,Online,High,2022-11-20,842869,2022-12-09,161,102.18,86.12,16450.98,13865.32,2585.66
Europe,Spain,Clothing,Online,Medium,2021-11-23,225222,2021-11-30,34,168.18,145.04,5718.12,4931.36,786.76
Europe,France,Clothing,Online,Medium,2022-02-02,771365,2022-02-06,149,244.36,169.92,36409.64,25318.08,11091.56
Africa,South Africa,Clothing,Online,Critical,2021-01-23,427444,2021-01-29,10,188.14,155.43,1881.4,1554.3,327.1
North America,Canada,Electronics,Online,Critical,2020-07-25,410912,2020-08-11,255,183.43,162.71,46774.65,41491.05,5283.6
Asia,India,Electronics,Offline,High,2022-11-04,382658,2022-11-07,70,464.46,401.1,32512.2,28077.0,4435.2
North America,Canada,Office Supplies,Online,Low,2021-03-12,961989,2021-03-18,338,322.58,164.65,109032.04,55651.7,53380.34
South America,Brazil,Food,Offline,Medium,2023-03-02,645134,2023-03-19,290,348.72,247.8,101128.8,71862.0,29266.8
Australia,Australia,Food,Offline,Low,2021-01-25,650139,2021-02-07,175,257.85,161.2,45123.75,28210.0,16913.75
Australia,New Zealand,Beverages,Online,Low,2020-02-03,598770,2020-02-21,92,399.96,284.1,36796.32,26137.2,10659.12
Europe,Germany,Furniture,Offline,High,2020-09-20,111567,2020-10-10,186,150.94,124.15,28074.84,23091.9,4982.94
Asia,Indonesia,Clothing,Offline,Low,2023-04-14,298162,2023-05-04,493,25.4,16.89,12522.2,8326.77,4195.43
North America,Mexico,Food,Offline,Critical,2022-09-26,167458,2022-10-11,295,379.89,193.85,112067.55,57185.75,54881.8
South America,Argentina,Office Supplies,Online,Medium,2023-11-07,118181,2023-11-20,500,75.1,44.5,37550.0,22250.0,15300.0
Australia,New Zealand,Office Supplies,Online,Critical,2022-05-30,272330,2022-06-06,46,152.13,106.37,6997.98,4893.02,2104.96
Australia,New Zealand,Clothing,Offline,Critical,2021-01-11,780270,2021-01-17,23,212.5,139.67,4887.5,3212.41,1675.09
Europe,Germany,Clothing,Online,Critical,2020-04-17,642807,2020-04-28,250,57.15,32.99,14287.5,8247.5,6040.0
Africa,Egypt,Beverages,Offline,Critical,2020-03-26,279541,2020-04-14,402,478.99,326.41,192553.98,131216.82,61337.16
Australia,New Zealand,Office Supplies,Online,Medium,2021-09-20,352389,2021-10-07,143,454.52,242.38,64996.36,34660.34,30336.02
Europe,France,Beverages,Online,Low,2021-06-03,505393,2021-06-19,322,317.59,267.28,102263.98,86064.16,16199.82
Australia,New Zealand,Clothing,Online,Medium,2023-09-19,590679,2023-09-27,336,246.0,137.66,82656.0,46253.76,36402.24
Europe,Spain,Beverages,Online,Low,2021-06-24,726967,2021-07-03,309,140.44,79.06,43395.96,24429.54,18966.42
Africa,Kenya,Electronics,Offline,Low,2021-08-24,927894,2021-09-06,90,361.12,186.89,32500.8,16820.1,15680.7
Australia,New Zealand,Furniture,Online,Low,2022-03-08,653968,2022-03-18,36,135.7,89.29,4885.2,3214.44,1670.76
Europe,UK,Electronics,Online,Low,2021-05-19,667862,2021-05-23,193,366.43,233.49,70720.99,45063.57,25657.42
Africa,Nigeria,Office Supplies,Online,Medium,2021-08-05,204365,2021-08-25,41,46.94,37.82,1924.54,1550.62,373.92
South America,Chile,Furniture,Offline,Critical,2020-06-21,718285,2020-07-11,147,459.49,320.22,67545.03,47072.34,20472.69
Australia,New Zealand,Electronics,Offline,Critical,2023-06-20,266600,2023-06-25,274,108.23,66.83,29655.02,18311.42,11343.6
Africa,Nigeria,Electronics,Offline,Critical,2020-05-22,320796,2020-06-03,27,334.22,199.22,9023.94,5378.94,3645.0
South America,Brazil,Office Supplies,Online,Medium,2021-06-30,696452,2021-07-09,185,401.02,317.0,74188.7,58645.0,15543.7
Asia,Japan,Clothing,Offline,High,2022-08-17,435665,2022-08-21,425,317.42,205.55,134903.5,87358.75,47544.75
Africa,South Africa,Furniture,Online,Low,2021-08-29,251175,2021-09-07,371,322.48,267.83,119640.08,99364.93,20275.15
Australia,New Zealand,Electronics,Online,High,2021-01-18,569739,2021-01-30,470,372.12,212.39,174896.4,99823.3,75073.1
Europe,Italy,Office Supplies,Offline,Low,2023-10-16,680945,2023-10-20,66,459.92,232.31,30354.72,15332.46,15022.26
South America,Colombia,Beverages,Offline,Medium,2020-04-10,528748,2020-04-25,169,425.69,218.0,71941.61,36842.0,35099.61
South America,Chile,Furniture,Online,Critical,2022-04-22,966631,2022-04-25,277,283.29,164.15,78471.33,45469.55,33001.78
Australia,Australia,Office Supplies,Online,Low,2020-09-06,929948,2020-09-14,286,269.87,190.97,77182.82,54617.42,22565.4
Australia,New Zealand,Electronics,Online,Medium,2023-08-28,774462,2023-09-09,120,353.59,182.98,42430.8,21957.6,20473.2
Europe,Italy,Beverages,Offline,Critical,2023-04-22,882123,2023-05-09,129,397.51,285.34,51278.79,36808.86,14469.93
Asia,South Korea,Clothing,Offline,Medium,2020-05-25,960524,2020-06-10,194,59.17,38.01,11478.98,7373.94,4105.04
North America,USA,Office Supplies,Offline,Medium,2020-12-25,610287,2021-01-07,94,367.44,311.47,34539.36,29278.18,5261.18
Africa,Nigeria,Beverages,Online,Medium,2022-11-20,908346,2022-12-04,304,419.34,281.9,127479.36,85697.6,41781.76
North America,Canada,Clothing,Offline,High,2020-01-01,692765,2020-01-13,272,449.54,237.46,122274.88,64589.12,57685.76
Australia,Australia,Office Supplies,Offline,Medium,2023-06-04,740241,2023-06-22,444,411.48,350.61,182697.12,155670.84,27026.28
South America,Argentina,Clothing,Online,Medium,2021-05-20,405982,2021-05-26,252,499.09,431.39,125770.68,108710.28,17060.4
South America,Chile,Office Supplies,Offline,Low,2022-06-18,128811,2022-06-24,88,277.56,183.98,24425.28,16190.24,8235.04
Europe,France,Beverages,Online,Medium,2021-01-31,490332,2021-02-02,413,223.15,197.51,92160.95,81571.63,10589.32
Europe,Spain,Beverages,Offline,Critical,2020-10-25,707728,2020-11-09,463,83.02,42.73,38438.26,19783.99,18654.27
Africa,Egypt,Food,Online,Critical,2020-03-18,703949,2020-03-28,61,69.52,44.25,4240.72,2699.25,1541.47
Asia,India,Furniture,Online,Critical,2020-03-06,902130,2020-03-18,315,181.82,111.0,57273.3,34965.0,22308.3
Africa,Nigeria,Food,Online,Critical,2020-06-15,136611,2020-07-03,315,421.24,254.77,132690.6,80252.55,52438.05
South America,Argentina,Food,Online,Low,2020-04-22,307069,2020-05-07,288,308.91,252.17,88966.08,72624.96,16341.12
Australia,Australia,Food,Online,Low,2021-12-17,685213,2022-01-01,297,9.41,5.35,2794.77,1588.95,1205.82
Australia,New Zealand,Beverages,Offline,Medium,2021-06-03,617033,2021-06-16,232,168.67,101.82,39131.44,23622.24,15509.2
South America,Colombia,Furniture,Online,Medium,2021-07-05,484753,2021-07-10,160,35.12,23.06,5619.2,3689.6,1929.6
North America,Mexico,Beverages,Offline,High,2023-03-16,607546,2023-03-27,469,344.55,238.98,161593.95,112081.62,49512.33
North America,USA,Beverages,Offline,Low,2023-10-26,595543,2023-11-09,44,343.89,258.33,15131.16,11366.52,3764.64
South America,Brazil,Furniture,Online,Medium,2020-06-05,847732,2020-06-08,178,423.9,235.59,75454.2,41935.02,33519.18
North America,Canada,Clothing,Offline,Critical,2021-02-11,367211,2021-02-19,285,21.49,15.76,6124.65,4491.6,1633.05
North America,Mexico,Beverages,Offline,Medium,2022-06-07,136547,2022-06-20,329,54.53,38.4,17940.37,12633.6,5306.77
South America,Argentina,Beverages,Offline,High,2023-11-05,382642,2023-11-16,421,175.26,103.61,73784.46,43619.81,30164.65
Europe,Spain,Electronics,Offline,Low,2020-09-21,212143,2020-10-01,115,156.21,84.06,17964.15,9666.9,8297.25
Europe,Spain,Office Supplies,Online,Medium,2023-08-21,238217,2023-08-28,453,37.13,30.01,16819.89,13594.53,3225.36
Asia,China,Food,Offline,Critical,2023-04-01,693542,2023-04-09,62,209.11,171.29,12964.82,10619.98,2344.84
Europe,UK,Beverages,Online,High,2020-03-29,525642,2020-04-13,459,352.52,291.26,161806.68,133688.34,28118.34
Europe,France,Beverages,Online,Low,2022-10-07,456224,2022-10-20,136,311.43,249.24,42354.48,33896.64,8457.84
Australia,New Zealand,Beverages,Online,Low,2023-01-28,723856,2023-02-02,215,455.51,356.93,97934.65,76739.95,21194.7
Africa,Egypt,Electronics,Online,High,2020-05-05,577683,2020-05-22,372,365.22,282.84,135861.84,105216.48,30645.36
Asia,China,Clothing,Offline,Low,2022-10-29,665039,2022-11-16,53,474.41,341.48,25143.73,18098.44,7045.29
Europe,France,Electronics,Offline,Medium,2020-04-06,521754,2020-04-18,496,128.85,115.75,63909.6,57412.0,6497.6
North America,Mexico,Clothing,Online,Low,2021-10-12,749123,2021-10-30,104,345.44,258.15,35925.76,26847.6,9078.16
Africa,Egypt,Beverages,Offline,High,2023-12-12,905393,2023-12-17,36,364.0,191.94,13104.0,6909.84,6194.16
Asia,China,Food,Online,High,2020-11-13,787758,2020-12-01,67,434.53,353.71,29113.51,23698.57,5414.94
North America,Canada,Electronics,Offline,Low,2021-06-02,293642,2021-06-08,122,128.01,85.07,15617.22,10378.54,5238.68
Europe,Germany,Office Supplies,Offline,Medium,2022-03-27,430518,2022-04-16,483,309.54,240.9,149507.82,116354.7,33153.12
Africa,Kenya,Office Supplies,Offline,Medium,2023-07-20,582978,2023-07-28,185,429.46,309.56,79450.1,57268.6,22181.5
North America,Canada,Clothing,Online,Critical,2020-01-16,772978,2020-01-20,423,421.91,369.93,178467.93,156480.39,21987.54
South America,Colombia,Beverages,Offline,High,2020-09-05,838797,2020-09-24,182,307.27,254.18,55923.14,46260.76,9662.38
Africa,Egypt,Furniture,Online,Critical,2022-09-22,163781,2022-09-26,326,440.83,224.21,143710.58,73092.46,70618.12
South America,Colombia,Furniture,Online,Medium,2021-11-15,370438,2021-11-21,456,139.14,70.99,63447.84,32371.44,31076.4
North America,USA,Furniture,Online,High,2020-07-31,504845,2020-08-16,332,219.77,141.06,72963.64,46831.92,26131.72
North America,Canada,Beverages,Online,Critical,2023-10-04,405850,2023-10-18,1,95.96,61.49,95.96,61.49,34.47
Australia,New Zealand,Furniture,Offline,Low,2022-01-27,725815,2022-02-08,182,80.04,42.69,14567.28,7769.58,6797.7
North America,USA,Furniture,Online,Low,2023-11-13,574445,2023-11-19,12,56.59,49.53,679.08,594.36,84.72
Australia,Australia,Food,Online,Medium,2022-03-06,226991,2022-03-11,211,362.55,234.19,76498.05,49414.09,27083.96
